"state.of.res","custid","sex","is.employed","income","marital.stat","health.ins","housing.type","recent.move","num.vehicles","age","is.employed.fix1","Median.Income","income.norm","gp","income.lt.30K","age.range","Income"
"Indiana",696895,"M",TRUE,30000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",55534,0.540209601325314,0.682138372445479,FALSE,"(25,65]",43000
"Indiana",668199,"M",TRUE,160000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"employed",55534,2.88111787373501,0.012394254328683,FALSE,"(25,65]",48000
"Indiana",723040,"M",TRUE,120190,"Married",TRUE,"Homeowner free and clear",FALSE,2,54,"employed",55534,2.16425973277632,0.707297548418865,FALSE,"(25,65]",15800
"Indiana",1110962,"M",FALSE,3400,"Divorced/Separated",FALSE,"Rented",FALSE,0,58,"not employed",55534,0.0612237548168689,0.751321407733485,TRUE,"(25,65]",14900
"Indiana",847156,"M",TRUE,72000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,52,"employed",55534,1.29650304318075,0.933210082817823,FALSE,"(25,65]",80
"Iowa",69062,"M",TRUE,120300,"Married",TRUE,"Homeowner free and clear",FALSE,4,59,"employed",47526,2.53124605479106,0.245794476009905,FALSE,"(25,65]",NA
"Iowa",464082,"F",NA,0,"Married",FALSE,"Rented",FALSE,2,26,"missing",47526,0,0.681402389658615,TRUE,"(25,65]",170000
"Iowa",1000510,"M",TRUE,90000,"Married",FALSE,"Occupied with no rent",TRUE,3,41,"employed",47526,1.89370029036738,0.120827531907707,FALSE,"(25,65]",15000
"Iowa",519446,"F",NA,19500,"Divorced/Separated",TRUE,"Rented",FALSE,0,70,"missing",47526,0.410301729579599,0.548829431179911,TRUE,"(65,Inf]",60000
"Iowa",979736,"M",TRUE,32000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,36,"employed",47526,0.67331565879729,0.126761788036674,FALSE,"(25,65]",NA
"Iowa",1083939,"M",NA,0,"Married",TRUE,"Homeowner free and clear",FALSE,1,73,"missing",47526,0,0.340087236836553,TRUE,"(65,Inf]",NA
"Iowa",186475,"M",TRUE,27000,"Never Married",TRUE,"Rented",FALSE,2,29,"employed",47526,0.568110087110213,0.0223856479860842,TRUE,"(25,65]",99670
"Iowa",1236675,"M",TRUE,40200,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,39,"employed",47526,0.845852796364095,0.489365199580789,FALSE,"(25,65]",NA
"Iowa",345994,"M",TRUE,177000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,5,48,"employed",47526,3.72427723772251,0.136544342385605,FALSE,"(25,65]",9600
"Kansas",536879,"M",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,53,"missing",52781,0,0.710293030366302,TRUE,"(25,65]",NA
"Kansas",236880,"F",TRUE,6000,"Never Married",TRUE,"Rented",FALSE,1,39,"employed",52781,0.113677270229818,0.0754588649142534,TRUE,"(25,65]",NA
"Kansas",964297,"M",TRUE,10000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,5,56,"employed",52781,0.189462117049696,0.792333454359323,TRUE,"(25,65]",90000
"Kansas",182146,"F",FALSE,40000,"Never Married",FALSE,"Rented",FALSE,1,35,"not employed",52781,0.757848468198784,0.655680152354762,FALSE,"(25,65]",NA
"Kansas",1364327,"M",TRUE,30000,"Married",TRUE,"Rented",FALSE,2,40,"employed",52781,0.568386351149088,0.396057487465441,FALSE,"(25,65]",0
"Kansas",685624,"M",TRUE,16000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"employed",52781,0.303139387279513,0.711808498715982,TRUE,"(25,65]",42600
"Kentucky",1239496,"M",TRUE,104000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,33,"employed",48451,2.14649852428226,0.342695858329535,FALSE,"(25,65]",35000
"Kentucky",191536,"F",NA,19000,"Widowed",TRUE,"Rented",FALSE,0,82,"missing",48451,0.39214876885926,0.10079854936339,TRUE,"(65,Inf]",40000
"Kentucky",1264817,"F",TRUE,64000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,51,"employed",48451,1.32092216878909,0.0978135874029249,FALSE,"(25,65]",3000
"Kentucky",900377,"M",TRUE,70000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,47,"employed",48451,1.44475862211306,0.857948255026713,FALSE,"(25,65]",NA
"Kentucky",1178989,"M",TRUE,44000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,58,"employed",48451,0.908133991042497,0.866176337003708,FALSE,"(25,65]",90000
"Kentucky",136206,"F",NA,3700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,56,"missing",48451,0.076365812883119,0.727316533215344,TRUE,"(25,65]",6400
"Kentucky",512594,"F",TRUE,30900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,36,"employed",48451,0.637757734618481,0.986699274508283,FALSE,"(25,65]",50000
"Kentucky",755587,"M",TRUE,38080,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",48451,0.785948690429506,0.963491604663432,FALSE,"(25,65]",2000
"Kentucky",773461,"F",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,52,"employed",48451,2.06394088873295,0.682608117815107,FALSE,"(25,65]",22000
"Kentucky",618500,"F",TRUE,8450,"Married",TRUE,"Rented",TRUE,3,64,"employed",48451,0.174403005097934,0.121073844144121,TRUE,"(25,65]",94700
"Kentucky",932143,"F",TRUE,50000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,52,"employed",48451,1.03197044436647,0.978173220530152,FALSE,"(25,65]",NA
"Kentucky",213854,"M",NA,4000,"Never Married",TRUE,"Rented",FALSE,0,22,"missing",48451,0.0825576355493179,0.0851031509228051,TRUE,"[0,25]",NA
"Kentucky",1198992,"M",NA,94600,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,70,"missing",48451,1.95248808074137,0.967679827706888,FALSE,"(65,Inf]",NA
"Louisiana",47009,"F",TRUE,34300,"Married",TRUE,"Rented",FALSE,1,33,"employed",43860,0.78203374373005,0.45564952865243,FALSE,"(25,65]",NA
"Louisiana",863276,"F",FALSE,19000,"Married",TRUE,"Rented",FALSE,1,46,"not employed",43860,0.433196534427725,0.770691817393526,TRUE,"(25,65]",80000
"Louisiana",598008,"M",TRUE,388000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,51,"employed",43860,8.84632922936617,0.628550098510459,FALSE,"(25,65]",NA
"Louisiana",523769,"F",TRUE,42220,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,43,"employed",43860,0.962608299133607,0.485215562861413,FALSE,"(25,65]",NA
"Louisiana",33828,"F",TRUE,24900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,49,"employed",43860,0.567715458276334,0.966769490856677,TRUE,"(25,65]",48000
"Louisiana",705752,"F",TRUE,34300,"Widowed",TRUE,"Rented",FALSE,1,71,"employed",43860,0.78203374373005,0.140466212760657,FALSE,"(65,Inf]",95000
"Louisiana",902413,"M",TRUE,52000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"employed",43860,1.18559051527588,0.0778283344116062,FALSE,"(25,65]",NA
"Louisiana",1293509,"M",NA,10400,"Never Married",TRUE,"Rented",TRUE,0,34,"missing",43860,0.237118103055176,0.631102889310569,TRUE,"(25,65]",NA
"Louisiana",17134,"M",TRUE,220000,"Married",TRUE,"Homeowner free and clear",TRUE,2,33,"employed",43860,5.01595987232102,0.84990285965614,FALSE,"(25,65]",125000
"Louisiana",1120122,"M",NA,6000,"Never Married",TRUE,NA,NA,NA,80,"missing",43860,0.136798905608755,0.444444545544684,TRUE,"(65,Inf]",90000
"Louisiana",1258309,"M",TRUE,22000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,52,"employed",43860,0.501595987232102,0.0258800003211945,TRUE,"(25,65]",70000
"Louisiana",712409,"M",TRUE,35000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,41,"employed",43860,0.797993616051072,0.972696157405153,FALSE,"(25,65]",71000
"Louisiana",1377197,"M",NA,50000,"Married",TRUE,"Rented",TRUE,2,38,"missing",43860,1.13999088007296,0.516889294376597,FALSE,"(25,65]",16000
"Louisiana",186808,"F",NA,33600,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,4,61,"missing",43860,0.766073871409029,0.159600029233843,FALSE,"(25,65]",17300
"Louisiana",846713,"M",NA,250,"Never Married",TRUE,NA,NA,NA,45,"missing",43860,0.0056999544003648,0.0760463764891028,TRUE,"(25,65]",26400
"Louisiana",1377390,"M",TRUE,63450,"Married",TRUE,"Homeowner free and clear",FALSE,3,69,"employed",43860,1.44664842681259,0.117562333354726,FALSE,"(65,Inf]",130100
"Louisiana",151678,"M",NA,0,"Never Married",FALSE,NA,NA,NA,34,"missing",43860,0,0.210170685779303,TRUE,"(25,65]",NA
"Maine",1379307,"M",NA,0,"Never Married",FALSE,NA,NA,NA,23,"missing",44484,0,0.910847523715347,TRUE,"[0,25]",NA
"Maine",799074,"F",NA,56500,"Married",TRUE,"Homeowner free and clear",FALSE,3,74,"missing",44484,1.27011959356173,0.809462815057486,FALSE,"(65,Inf]",30000
"Maine",1150024,"M",TRUE,36000,"Married",TRUE,"Rented",FALSE,2,37,"employed",44484,0.809279741030483,0.99412153987214,FALSE,"(25,65]",NA
"Maine",971703,"M",FALSE,-8700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,60,"not employed",44484,-0.1955759374157,0.633898894302547,TRUE,"(25,65]",30900
"Maine",542384,"F",NA,0,"Married",FALSE,"Rented",FALSE,2,57,"missing",44484,0,0.405964106554165,TRUE,"(25,65]",48000
"Maine",580304,"F",TRUE,32000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,52,"employed",44484,0.719359769804874,0.342791036237031,FALSE,"(25,65]",141000
"Maine",1213106,"M",TRUE,60000,"Married",TRUE,"Homeowner free and clear",TRUE,2,38,"employed",44484,1.34879956838414,0.632149898214266,FALSE,"(25,65]",NA
"Maine",924426,"M",TRUE,65000,"Divorced/Separated",TRUE,"Rented",TRUE,2,37,"employed",44484,1.46119953241615,0.0229021685663611,FALSE,"(25,65]",NA
"Maine",1411860,"F",NA,5400,"Widowed",TRUE,NA,NA,NA,89,"missing",44484,0.121391961154572,0.233103130478412,TRUE,"(65,Inf]",148000
"Maine",361968,"M",FALSE,27200,"Divorced/Separated",TRUE,"Rented",FALSE,1,68,"not employed",44484,0.611455804334143,0.0883820231538266,TRUE,"(65,Inf]",NA
"Maryland",86711,"M",NA,47950,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,76,"missing",49572,0.967279916081659,0.434375666780397,FALSE,"(65,Inf]",49000
"Maryland",254969,"F",TRUE,42200,"Divorced/Separated",FALSE,"Rented",FALSE,1,57,"employed",49572,0.851287016864359,0.474691207753494,FALSE,"(25,65]",180000
"Maryland",909002,"F",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,31,"missing",49572,0,0.80176650476642,TRUE,"(25,65]",42220
"Maryland",1364927,"M",TRUE,160000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,59,"employed",49572,3.22762849995965,0.622060225112364,FALSE,"(25,65]",90000
"Maryland",174248,"M",NA,29300,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,68,"missing",49572,0.591059469055112,0.0909767937846482,TRUE,"(65,Inf]",NA
"Maryland",175033,"M",NA,269000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,47,"missing",49572,5.42645041555717,0.104691549669951,FALSE,"(25,65]",93300
"Maryland",706135,"M",TRUE,120000,"Married",TRUE,"Homeowner free and clear",FALSE,2,41,"employed",49572,2.42072137496974,0.202828760957345,FALSE,"(25,65]",NA
"Maryland",332292,"M",TRUE,61000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,28,"employed",49572,1.23053336560962,0.575031446991488,FALSE,"(25,65]",62000
"Maryland",1031701,"M",TRUE,45100,"Never Married",TRUE,"Rented",FALSE,1,44,"employed",49572,0.909787783426128,0.100815651239827,FALSE,"(25,65]",39000
"Maryland",1114096,"M",TRUE,33500,"Married",TRUE,"Rented",FALSE,1,46,"employed",49572,0.675784717179053,0.15344602894038,FALSE,"(25,65]",NA
"Maryland",1010216,"F",TRUE,14800,"Never Married",TRUE,"Rented",FALSE,6,28,"employed",49572,0.298555636246268,0.258164249127731,TRUE,"(25,65]",399900
"Maryland",67776,"M",TRUE,52000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,38,"employed",49572,1.04897926248689,0.11401658016257,FALSE,"(25,65]",NA
"Maryland",971768,"M",TRUE,8000,"Never Married",FALSE,NA,NA,NA,45,"employed",49572,0.161381424997983,0.257807880407199,TRUE,"(25,65]",28000
"Maryland",973839,"M",TRUE,45600,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,67,"employed",49572,0.919874122488502,0.42648397013545,FALSE,"(65,Inf]",13000
"Maryland",440475,"M",TRUE,35000,"Married",TRUE,"Homeowner free and clear",FALSE,2,49,"employed",49572,0.706043734366174,0.322526689153165,FALSE,"(25,65]",NA
"Massachusetts",832435,"M",TRUE,55001,"Married",TRUE,"Homeowner free and clear",FALSE,3,48,"employed",66928,0.821793569208702,0.11556632630527,FALSE,"(25,65]",NA
"Massachusetts",1097109,"M",TRUE,44000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,50,"employed",66928,0.657422902223285,0.0516261290758848,FALSE,"(25,65]",NA
"Massachusetts",224356,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,60,"employed",66928,0.896485775759025,0.552376393694431,FALSE,"(25,65]",NA
"Massachusetts",609449,"F",NA,53010,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,83,"missing",66928,0.792045182883098,0.0347844331990927,FALSE,"(65,Inf]",0
"Massachusetts",816872,"M",NA,41000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,72,"missing",66928,0.612598613435334,0.764244930585846,FALSE,"(65,Inf]",NA
"Massachusetts",40132,"M",TRUE,22000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,66,"employed",66928,0.328711451111642,0.861990363104269,TRUE,"(65,Inf]",75100
"Massachusetts",1176266,"F",TRUE,60000,"Never Married",FALSE,"Rented",TRUE,1,45,"employed",66928,0.896485775759025,0.132796771591529,FALSE,"(25,65]",35020
"Massachusetts",361561,"F",NA,3000,"Divorced/Separated",TRUE,"Rented",FALSE,1,26,"missing",66928,0.0448242887879512,0.371033361414447,TRUE,"(25,65]",20000
"Massachusetts",1386114,"M",TRUE,40000,"Married",TRUE,"Rented",FALSE,2,41,"employed",66928,0.59765718383935,0.38005478028208,FALSE,"(25,65]",120000
"Massachusetts",1029778,"M",TRUE,11200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,84,"employed",66928,0.167344011475018,0.119330136338249,TRUE,"(65,Inf]",NA
"Massachusetts",988264,"M",FALSE,5000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,5,55,"not employed",66928,0.0747071479799187,0.574410915141925,TRUE,"(25,65]",NA
"Massachusetts",773582,"F",NA,27200,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,74,"missing",66928,0.406406885010758,0.299505871254951,TRUE,"(65,Inf]",100030
"Massachusetts",578596,"M",TRUE,143100,"Married",TRUE,"Homeowner free and clear",FALSE,4,66,"employed",66928,2.13811857518527,0.733494606800377,FALSE,"(65,Inf]",NA
"Massachusetts",583934,"F",NA,24000,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,69,"missing",66928,0.35859431030361,0.318157502450049,TRUE,"(65,Inf]",60000
"Massachusetts",1379036,"M",FALSE,12000,"Divorced/Separated",FALSE,"Occupied with no rent",FALSE,2,61,"not employed",66928,0.179297155151805,0.439439916983247,TRUE,"(25,65]",NA
"Massachusetts",52197,"M",NA,65100,"Married",TRUE,"Homeowner free and clear",FALSE,2,66,"missing",66928,0.972687066698542,0.805784096010029,FALSE,"(65,Inf]",15000
"Massachusetts",1295682,"M",NA,250700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,76,"missing",66928,3.74581639971312,0.228386391885579,FALSE,"(65,Inf]",44200
"Massachusetts",50220,"M",NA,22300,"Divorced/Separated",TRUE,"Rented",FALSE,1,85,"missing",66928,0.333193879990437,0.117889562621713,TRUE,"(65,Inf]",NA
"Massachusetts",924897,"F",TRUE,155800,"Divorced/Separated",TRUE,"Rented",FALSE,1,50,"employed",66928,2.32787473105427,0.867538522463292,FALSE,"(25,65]",50600
"Massachusetts",1127889,"F",TRUE,64270,"Divorced/Separated",TRUE,"Rented",FALSE,2,55,"employed",66928,0.960285680133875,0.720427755499259,FALSE,"(25,65]",19200
"Massachusetts",1159904,"M",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,39,"employed",66928,1.49414295959837,0.307359747122973,FALSE,"(25,65]",16000
"Massachusetts",1278909,"M",NA,26910,"Married",TRUE,"Homeowner free and clear",FALSE,5,70,"missing",66928,0.402073870427923,0.673080282751471,TRUE,"(65,Inf]",30000
"Massachusetts",766390,"M",NA,2100,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,86,"missing",66928,0.0313770021515659,0.768102698493749,TRUE,"(65,Inf]",28000
"Massachusetts",1408913,"F",NA,1000,"Married",TRUE,"Rented",FALSE,0,60,"missing",66928,0.0149414295959837,0.211441009072587,TRUE,"(25,65]",76600
"Massachusetts",1152642,"M",NA,0,"Never Married",FALSE,"Rented",FALSE,1,54,"missing",66928,0,0.0477657143492252,TRUE,"(25,65]",143100
"Massachusetts",1369231,"M",NA,252000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,73,"missing",66928,3.7652402581879,0.998834963422269,FALSE,"(65,Inf]",32000
"Massachusetts",887400,"M",TRUE,43000,"Divorced/Separated",TRUE,"Rented",FALSE,2,57,"employed",66928,0.642481472627301,0.67506283801049,FALSE,"(25,65]",NA
"Massachusetts",459910,"M",NA,56300,"Married",TRUE,"Homeowner free and clear",FALSE,1,93,"missing",66928,0.841202486253885,0.457647226285189,FALSE,"(65,Inf]",16000
"Massachusetts",987884,"F",TRUE,21000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,50,"employed",66928,0.313770021515659,0.807090683141723,TRUE,"(25,65]",15000
"Massachusetts",878875,"M",TRUE,40500,"Married",TRUE,"Rented",TRUE,2,37,"employed",66928,0.605127898637342,0.666215513367206,FALSE,"(25,65]",NA
"Michigan",456859,"M",TRUE,80,"Never Married",TRUE,NA,NA,NA,18,"employed",62634,0.00127726155123415,0.0572959000710398,TRUE,"[0,25]",22000
"Michigan",975652,"F",TRUE,61000,"Never Married",TRUE,"Rented",FALSE,1,35,"employed",62634,0.973911932816042,0.983758529182523,FALSE,"(25,65]",NA
"Michigan",318105,"M",TRUE,42200,"Divorced/Separated",TRUE,"Rented",FALSE,0,54,"employed",62634,0.673755468276016,0.346031358931214,FALSE,"(25,65]",58000
"Michigan",364991,"F",NA,12000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,123.061022636481,"missing",62634,0.191589232685123,0.385359871434048,TRUE,"(65,Inf]",105000
"Michigan",1255530,"M",FALSE,2400,"Never Married",FALSE,"Rented",TRUE,1,50,"not employed",62634,0.0383178465370246,0.0515295220538974,TRUE,"(25,65]",NA
"Michigan",173493,"M",FALSE,77000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,56,"not employed",62634,1.22936424306287,0.79713305993937,FALSE,"(25,65]",10700
"Michigan",394696,"F",NA,10200,"Married",TRUE,"Rented",FALSE,1,58,"missing",62634,0.162850847782355,0.757866564206779,TRUE,"(25,65]",39200
"Michigan",685994,"F",TRUE,21100,"Married",FALSE,"Homeowner free and clear",FALSE,2,63,"employed",62634,0.336877734138008,0.827593691414222,TRUE,"(25,65]",NA
"Michigan",887135,"M",NA,233000,"Married",TRUE,"Homeowner free and clear",FALSE,2,67,"missing",62634,3.72002426796947,0.12391477660276,FALSE,"(65,Inf]",59500
"Michigan",825129,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,46,"employed",62634,0.957946163425615,0.184398184996098,FALSE,"(25,65]",80000
"Michigan",1048652,"F",NA,1400,"Divorced/Separated",TRUE,"Rented",TRUE,1,77,"missing",62634,0.0223520771465977,0.553268329240382,TRUE,"(65,Inf]",NA
"Michigan",164576,"F",NA,0,"Never Married",FALSE,"Rented",FALSE,1,28,"missing",62634,0,0.714709852356464,TRUE,"(25,65]",388000
"Michigan",1407916,"M",TRUE,30000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,46,"employed",62634,0.478973081712808,0.349138703430071,FALSE,"(25,65]",NA
"Michigan",661353,"F",NA,180704,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,64,"missing",62634,2.88507839192771,0.518435703124851,FALSE,"(25,65]",10100
"Michigan",411385,"M",TRUE,45000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,45,"employed",62634,0.718459622569212,0.662146661896259,FALSE,"(25,65]",382000
"Michigan",1329294,"M",TRUE,75200,"Married",TRUE,"Homeowner free and clear",FALSE,2,65,"employed",62634,1.2006258581601,0.652569516561925,FALSE,"(25,65]",NA
"Michigan",2848,"M",TRUE,4500,"Never Married",FALSE,"Rented",TRUE,3,22,"employed",62634,0.0718459622569212,0.877654195763171,TRUE,"[0,25]",150000
"Michigan",36825,"M",TRUE,17500,"Married",FALSE,"Rented",FALSE,2,35,"employed",62634,0.279400964332471,0.555028432281688,TRUE,"(25,65]",60000
"Michigan",37224,"M",TRUE,25800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,48,"employed",62634,0.411916850273015,0.955558279296383,TRUE,"(25,65]",66000
"Michigan",739344,"M",NA,127500,"Widowed",TRUE,"Homeowner free and clear",FALSE,5,75,"missing",62634,2.03563559727943,0.405588538618758,FALSE,"(65,Inf]",120000
"Michigan",191018,"F",NA,13200,"Married",TRUE,"Homeowner free and clear",FALSE,4,64,"missing",62634,0.210748155953635,0.261835240758955,TRUE,"(25,65]",19000
"Michigan",960591,"M",TRUE,40000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,49,"employed",62634,0.638630775617077,0.522970938123763,FALSE,"(25,65]",NA
"Michigan",702740,"M",TRUE,104000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,35,"employed",62634,1.6604400166044,0.159616641001776,FALSE,"(25,65]",NA
"Michigan",1057167,"F",NA,29100,"Widowed",TRUE,NA,NA,NA,93,"missing",62634,0.464603889261423,0.136131758568808,TRUE,"(65,Inf]",150000
"Michigan",851744,"F",TRUE,55000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,24,"employed",62634,0.878117316473481,0.313486883416772,FALSE,"[0,25]",382000
"Michigan",150721,"M",TRUE,402000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",62634,6.41823929495162,0.645078710047528,FALSE,"(25,65]",6000
"Michigan",284973,"F",FALSE,19000,"Divorced/Separated",TRUE,"Rented",FALSE,2,30,"not employed",62634,0.303349618418112,0.0298818848095834,TRUE,"(25,65]",30000
"Michigan",314099,"F",NA,0,"Widowed",FALSE,"Rented",TRUE,2,68,"missing",62634,0,0.983219464542344,TRUE,"(65,Inf]",38200
"Michigan",561588,"F",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,54,"employed",62634,0.957946163425615,0.655160155380145,FALSE,"(25,65]",NA
"Michigan",1140973,"M",NA,36000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,43,"missing",62634,0.574767698055369,0.928278348408639,FALSE,"(25,65]",8450
"Michigan",315265,"M",NA,34900,"Married",TRUE,"Homeowner free and clear",FALSE,3,82,"missing",62634,0.5572053517259,0.0455716045107692,FALSE,"(65,Inf]",28000
"Michigan",649827,"F",NA,5500,"Married",TRUE,NA,NA,NA,89,"missing",62634,0.0878117316473481,0.254538513021544,TRUE,"(65,Inf]",17000
"Michigan",1216112,"M",TRUE,46000,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,41,"employed",62634,0.734425391959639,0.823104239068925,FALSE,"(25,65]",40000
"Michigan",1084583,"F",TRUE,12000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",62634,0.191589232685123,0.871542788110673,TRUE,"(25,65]",285000
"Michigan",12195,"M",TRUE,40000,"Married",TRUE,"Rented",FALSE,3,48,"employed",62634,0.638630775617077,0.763063561636955,FALSE,"(25,65]",NA
"Michigan",79069,"M",TRUE,30000,"Married",FALSE,"Rented",TRUE,1,40,"employed",62634,0.478973081712808,0.59464597934857,FALSE,"(25,65]",5000
"Michigan",120705,"M",TRUE,21400,"Never Married",TRUE,"Rented",TRUE,0,30,"employed",62634,0.341667464955136,0.0470182653516531,TRUE,"(25,65]",120000
"Michigan",591244,"M",NA,72600,"Never Married",TRUE,"Homeowner free and clear",FALSE,2,58,"missing",62634,1.15911485774499,0.833906228886917,FALSE,"(25,65]",70000
"Michigan",117911,"M",TRUE,29500,"Widowed",TRUE,"Rented",FALSE,2,67,"employed",62634,0.470990197017594,0.000228095566853881,TRUE,"(65,Inf]",NA
"Michigan",184686,"F",TRUE,69000,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,2,59,"employed",62634,1.10163808793946,0.332465081708506,FALSE,"(25,65]",20000
"Michigan",278995,"F",TRUE,37000,"Married",TRUE,"Rented",TRUE,2,38,"employed",62634,0.590733467445796,0.774021001998335,FALSE,"(25,65]",48000
"Michigan",228513,"F",TRUE,412000,"Widowed",TRUE,"Homeowner free and clear",FALSE,3,47,"employed",62634,6.57789698885589,0.939883785089478,FALSE,"(25,65]",70000
"Michigan",1170716,"F",NA,15200,"Widowed",TRUE,"Rented",FALSE,1,65,"missing",62634,0.242679694734489,0.988657813984901,TRUE,"(25,65]",29000
"Minnesota",861046,"F",TRUE,68000,"Married",TRUE,"Rented",TRUE,2,29,"employed",50118,1.3567979568219,0.674589410657063,FALSE,"(25,65]",NA
"Minnesota",276306,"M",FALSE,31200,"Married",TRUE,"Rented",FALSE,1,29,"not employed",50118,0.622530827247695,0.237018645042554,FALSE,"(25,65]",36000
"Minnesota",458094,"F",NA,0,"Divorced/Separated",TRUE,"Rented",FALSE,1,41,"missing",50118,0,0.119870861293748,TRUE,"(25,65]",65000
"Minnesota",204591,"F",TRUE,47500,"Divorced/Separated",TRUE,"Rented",FALSE,3,49,"employed",50118,0.947763278662357,0.628899914212525,FALSE,"(25,65]",20000
"Minnesota",1095968,"F",TRUE,69500,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,46,"employed",50118,1.3867273235165,0.867566561093554,FALSE,"(25,65]",NA
"Minnesota",1160167,"M",NA,41500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,74,"missing",50118,0.828045811883954,0.427935094106942,FALSE,"(65,Inf]",61000
"Minnesota",912196,"F",NA,14500,"Divorced/Separated",TRUE,"Rented",FALSE,0,84,"missing",50118,0.289317211381141,0.949429118540138,TRUE,"(65,Inf]",60000
"Minnesota",1171408,"M",TRUE,9000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,33,"employed",50118,0.179576200167604,0.242689032107592,TRUE,"(25,65]",35780
"Minnesota",178887,"F",NA,0,"Married",FALSE,"Rented",FALSE,0,44,"missing",50118,0,0.118611457990482,TRUE,"(25,65]",NA
"Minnesota",833321,"M",FALSE,30900,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,51,"not employed",50118,0.616544953908775,0.108843939844519,FALSE,"(25,65]",38000
