"","AGE","MARSTAT","CLASS","SEX","HHINCOME","RACE","RELIGION","HAPPY"
"2701","65plus","SINGLE","Manual labour","Men",2,"white",0,20
"2702","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"2703","30to64","SEPARATED OR DIVORCED","Manual labour","Men",3,"white",0,21
"2704","30to64","WIDOWED","Routine nonmanual","Men",1,"white",0,23
"2705","30to64","MARRIED","Lower salariat","Men",7,"white",1,28
"2706","Under30","MARRIED","Upper salariat","Women",8,"white",0,30
"2707","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"2708","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,25
"2709","30to64","MARRIED","Lower salariat","Men",8,"white",1,22
"2710","Under30","SINGLE","Manual labour","Women",5,"white",1,19
"2711","30to64","MARRIED","Upper salariat","Men",10,"white",1,23
"2712","Under30","SINGLE","Manual labour","Men",7,"white",1,23
"2713","30to64","MARRIED","Lower salariat","Men",8,"white",0,27
"2714","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"2715","30to64","SINGLE","Manual labour","Women",6,"white",0,22
"2716","Under30","MARRIED","Lower salariat","Women",8,"white",0,23
"2717","Under30","SINGLE","Upper salariat","Women",7,"white",0,24
"2718","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",4,"white",0,27
"2719","30to64","SINGLE","Manual labour","Men",10,"white",0,23
"2720","65plus","MARRIED","Upper salariat","Women",6,"white",0,26
"2721","65plus","MARRIED","Manual labour","Men",5,"white",0,19
"2722","65plus","MARRIED","Manual labour","Men",6,"white",0,19
"2723","65plus","MARRIED","Lower salariat","Men",7,"white",0,29
"2724","30to64","SEPARATED OR DIVORCED","Manual labour","Women",5,"white",0,25
"2725","30to64","MARRIED","Upper salariat","Men",10,"white",0,22
"2726","30to64","MARRIED","Manual labour","Men",7,"white",0,28
"2727","30to64","MARRIED","Manual labour","Women",7,"white",0,21
"2728","Under30","SINGLE","Routine nonmanual","Women",5,"white",0,20
"2729","30to64","MARRIED","Manual labour","Women",6,"white",0,20
"2730","65plus","MARRIED","Manual labour","Men",5,"white",0,24
"2731","65plus","WIDOWED","Manual labour","Men",6,"white",0,23
"2732","65plus","SINGLE","Manual labour","Women",4,"white",0,24
"2733","65plus","MARRIED","Upper salariat","Men",7,"white",1,20
"2734","30to64","SINGLE","Routine nonmanual","Men",7,"white",0,21
"2735","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Men",4,"white",0,16
"2736","30to64","MARRIED","Manual labour","Men",3,"white",0,22
"2737","30to64","MARRIED","Upper salariat","Women",9,"white",0,28
"2738","Under30","MARRIED","Manual labour","Men",8,"white",0,24
"2739","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"2740","30to64","MARRIED","Manual labour","Women",8,"white",0,20
"2741","30to64","MARRIED","Upper salariat","Men",8,"white",0,28
"2742","30to64","MARRIED","Routine nonmanual","Men",10,"white",0,30
"2743","30to64","MARRIED","Upper salariat","Women",6,"white",0,28
"2744","30to64","MARRIED","Manual labour","Men",8,"white",0,21
"2745","30to64","SINGLE","Upper salariat","Women",8,"white",0,28
"2746","30to64","MARRIED","Manual labour","Men",7,"white",0,25
"2747","65plus","MARRIED","Manual labour","Men",8,"white",0,18
"2748","30to64","MARRIED","Manual labour","Men",7,"white",0,23
"2749","65plus","WIDOWED","Manual labour","Women",3,"white",0,21
"2750","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,29
"2751","30to64","SINGLE","Manual labour","Men",7,"white",0,22
"2752","30to64","SINGLE","Lower salariat","Men",10,"white",0,26
"2753","30to64","MARRIED","Manual labour","Men",6,"white",0,22
"2754","Under30","SINGLE","Manual labour","Men",9,"white",0,23
"2755","30to64","WIDOWED","Lower salariat","Women",3,"white",0,19
"2756","30to64","SINGLE","Upper salariat","Men",4,"white",0,26
"2757","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,25
"2758","30to64","MARRIED","Manual labour","Men",8,"white",0,22
"2759","65plus","WIDOWED","Lower salariat","Men",3,"white",0,24
"2760","30to64","MARRIED","Lower salariat","Women",8,"white",0,25
"2761","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,23
"2762","30to64","MARRIED","Lower salariat","Women",8,"white",0,26
"2763","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"2764","Under30","SINGLE","Lower salariat","Men",6,"white",0,20
"2765","65plus","WIDOWED","Manual labour","Men",3,"white",0,23
"2766","30to64","SINGLE","Lower salariat","Women",8,"white",1,21
"2767","30to64","MARRIED","Manual labour","Men",7,"white",0,23
"2768","30to64","SEPARATED OR DIVORCED","Manual labour","Women",3,"white",0,25
"2769","30to64","MARRIED","Lower salariat","Men",8,"white",0,24
"2770","30to64","MARRIED","Manual labour","Men",8,"white",0,22
"2771","30to64","MARRIED","Lower salariat","Women",10,"white",0,24
"2772","65plus","SINGLE","Manual labour","Men",4,"white",0,21
"2773","65plus","SINGLE","Lower salariat","Women",5,"white",0,26
"2774","65plus","MARRIED","Manual labour","Men",5,"white",1,24
"2775","Under30","MARRIED","Upper salariat","Women",8,"white",0,28
"2776","30to64","MARRIED","Manual labour","Men",8,"white",0,22
"2777","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"2778","Under30","SINGLE","Lower salariat","Men",8,"white",1,26
"2779","Under30","MARRIED","Routine nonmanual","Women",6,"white",0,26
"2780","30to64","SINGLE","Lower salariat","Women",7,"white",0,27
"2781","Under30","MARRIED","Routine nonmanual","Men",5,"white",1,23
"2782","30to64","MARRIED","Routine nonmanual","Men",8,"white",0,21
"2783","Under30","MARRIED","Manual labour","Women",8,"white",1,24
"2784","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"2785","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,25
"2786","30to64","MARRIED","Self employed","Women",10,"white",0,26
"2787","Under30","SINGLE","Routine nonmanual","Women",2,"white",0,18
"2788","Under30","MARRIED","Lower salariat","Men",10,"white",0,25
"2789","Under30","SINGLE","Manual labour","Men",4,"white",0,22
"2790","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"2791","65plus","MARRIED","Manual labour","Men",6,"white",0,28
"2792","65plus","MARRIED","Routine nonmanual","Men",6,"white",1,30
"2793","65plus","MARRIED","Manual labour","Men",6,"white",0,26
"2794","65plus","MARRIED","Routine nonmanual","Women",5,"white",0,24
"2795","65plus","MARRIED","Self employed","Women",4,"white",0,27
"2796","65plus","MARRIED","Manual labour","Men",5,"white",0,25
"2797","65plus","MARRIED","Routine nonmanual","Women",6,"white",0,22
"2798","30to64","MARRIED","Lower salariat","Men",9,"white",0,23
"2799","30to64","MARRIED","Routine nonmanual","Women",7,"white",1,27
"2800","30to64","MARRIED","Upper salariat","Women",6,"white",0,25
"2801","30to64","MARRIED","Lower salariat","Men",9,"white",0,29
"2802","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,29
"2803","30to64","MARRIED","Upper salariat","Women",7,"white",0,29
"2804","Under30","MARRIED","Lower salariat","Women",8,"white",0,24
"2805","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"2806","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",6,"white",0,25
"2807","65plus","MARRIED","Lower salariat","Women",3,"white",0,27
"2808","30to64","MARRIED","Manual labour","Men",8,"white",0,28
"2809","Under30","SINGLE","Lower salariat","Women",10,"white",0,24
"2810","30to64","MARRIED","Manual labour","Men",10,"white",0,20
"2811","30to64","MARRIED","Routine nonmanual","Women",10,"white",0,27
"2812","30to64","MARRIED","Lower salariat","Women",8,"white",1,27
"2813","65plus","MARRIED","Lower salariat","Men",6,"white",0,21
"2814","65plus","SINGLE","Manual labour","Women",4,"white",0,28
"2815","65plus","WIDOWED","Lower salariat","Men",9,"white",0,25
"2816","65plus","MARRIED","Routine nonmanual","Women",4,"white",0,27
"2817","65plus","MARRIED","Lower salariat","Women",10,"white",0,26
"2818","30to64","MARRIED","Lower salariat","Men",6,"white",0,26
"2819","30to64","MARRIED","Lower salariat","Women",3,"white",0,26
"2820","30to64","MARRIED","Manual labour","Men",7,"white",0,27
"2821","30to64","MARRIED","Lower salariat","Women",7,"white",0,28
"2822","30to64","MARRIED","Routine nonmanual","Women",5,"white",0,30
"2823","30to64","MARRIED","Lower salariat","Men",7,"white",0,25
"2824","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,29
"2825","65plus","MARRIED","Manual labour","Men",7,"white",0,26
"2826","65plus","WIDOWED","Manual labour","Men",4,"white",0,16
"2827","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,23
"2828","65plus","WIDOWED","Manual labour","Men",4,"white",0,20
"2829","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"2830","Under30","MARRIED","Manual labour","Men",4,"white",0,20
"2831","30to64","MARRIED","Manual labour","Men",8,"white",0,22
"2832","Under30","MARRIED","Upper salariat","Men",8,"white",0,20
"2833","30to64","MARRIED","Manual labour","Men",9,"white",0,18
"2834","30to64","MARRIED","Manual labour","Men",6,"white",0,29
"2835","30to64","MARRIED","Upper salariat","Women",9,"white",0,23
"2836","30to64","WIDOWED","Routine nonmanual","Women",6,"white",0,23
"2837","30to64","MARRIED","Manual labour","Men",7,"white",1,23
"2838","65plus","MARRIED","Lower salariat","Men",8,"white",0,23
"2839","65plus","WIDOWED","Lower salariat","Women",5,"white",0,20
"2840","Under30","SINGLE","Lower salariat","Women",9,"white",0,23
"2841","Under30","MARRIED","Upper salariat","Women",10,"white",0,27
"2842","30to64","SEPARATED OR DIVORCED","Manual labour","Women",6,"white",0,25
"2843","65plus","SEPARATED OR DIVORCED","Lower salariat","Men",8,"white",0,22
"2844","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,26
"2845","30to64","MARRIED","Manual labour","Men",9,"white",0,23
"2846","30to64","MARRIED","Lower salariat","Men",10,"white",0,28
"2847","Under30","MARRIED","Manual labour","Women",6,"white",0,24
"2848","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"2849","30to64","MARRIED","Manual labour","Men",7,"white",1,22
"2850","Under30","MARRIED","Manual labour","Men",8,"white",0,25
"2851","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,23
"2852","30to64","MARRIED","Upper salariat","Women",10,"white",0,27
"2853","Under30","MARRIED","Lower salariat","Men",7,"white",1,27
"2854","30to64","SEPARATED OR DIVORCED","Manual labour","Men",3,"white",0,18
"2855","30to64","MARRIED","Upper salariat","Women",10,"Nonwhite",0,29
"2856","30to64","MARRIED","Lower salariat","Women",9,"white",0,23
"2857","30to64","MARRIED","Lower salariat","Men",5,"white",0,25
"2858","30to64","MARRIED","Manual labour","Men",7,"white",0,22
"2859","30to64","MARRIED","Lower salariat","Men",8,"white",0,26
"2860","30to64","MARRIED","Upper salariat","Men",10,"white",0,21
"2861","65plus","WIDOWED","Lower salariat","Women",6,"white",0,27
"2862","Under30","SINGLE","Manual labour","Men",6,"white",1,26
"2863","Under30","MARRIED","Self employed","Women",9,"white",0,25
"2864","65plus","WIDOWED","Manual labour","Women",4,"white",0,27
"2865","30to64","SINGLE","Manual labour","Men",5,"white",0,23
"2866","30to64","MARRIED","Routine nonmanual","Women",10,"white",0,20
"2867","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"2868","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,25
"2869","30to64","MARRIED","Upper salariat","Women",8,"white",0,22
"2870","30to64","MARRIED","Manual labour","Men",8,"white",0,28
"2871","30to64","MARRIED","Lower salariat","Men",6,"white",0,27
"2872","65plus","MARRIED","Upper salariat","Men",8,"white",1,27
"2873","30to64","MARRIED","Manual labour","Women",6,"white",0,28
"2874","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"2875","65plus","SINGLE","Lower salariat","Women",7,"white",0,26
"2876","30to64","MARRIED","Upper salariat","Women",8,"white",0,20
"2877","65plus","MARRIED","Manual labour","Men",5,"white",0,29
"2878","30to64","MARRIED","Manual labour","Men",4,"white",0,27
"2879","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,26
"2880","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,24
"2881","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,25
"2882","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"2883","Under30","SINGLE","Routine nonmanual","Women",8,"white",0,29
"2884","Under30","SINGLE","Manual labour","Men",7,"white",0,28
"2885","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",4,"white",0,28
"2886","Under30","SINGLE","Manual labour","Men",6,"white",0,24
"2887","65plus","MARRIED","Lower salariat","Men",7,"white",0,29
"2888","30to64","MARRIED","Lower salariat","Men",5,"white",0,29
"2889","65plus","WIDOWED","Routine nonmanual","Women",5,"white",0,28
"2890","65plus","WIDOWED","Manual labour","Men",6,"white",0,25
"2891","65plus","MARRIED","Self employed","Men",6,"white",0,22
"2892","65plus","WIDOWED","Manual labour","Women",3,"white",0,15
"2893","65plus","WIDOWED","Lower salariat","Women",6,"white",0,26
"2894","65plus","WIDOWED","Lower salariat","Women",6,"white",0,23
"2895","65plus","WIDOWED","Manual labour","Women",3,"white",0,27
"2896","Under30","MARRIED","Manual labour","Men",8,"white",0,21
"2897","Under30","MARRIED","Upper salariat","Women",8,"white",0,30
"2898","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"2899","30to64","SINGLE","Manual labour","Women",5,"white",0,21
"2900","65plus","MARRIED","Manual labour","Men",5,"white",0,26
"2901","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,29
"2902","30to64","MARRIED","Manual labour","Men",7,"white",0,25
"2903","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"2904","65plus","WIDOWED","Manual labour","Women",4,"white",1,20
"2905","Under30","SINGLE","Manual labour","Men",8,"white",0,27
"2906","30to64","MARRIED","Manual labour","Men",6,"white",0,27
"2907","Under30","SINGLE","Manual labour","Men",10,"white",0,24
"2908","30to64","SINGLE","Lower salariat","Women",8,"white",0,27
"2909","30to64","MARRIED","Upper salariat","Men",9,"white",0,22
"2910","65plus","MARRIED","Routine nonmanual","Women",6,"white",0,14
"2911","30to64","MARRIED","Lower salariat","Men",8,"white",0,27
"2912","30to64","MARRIED","Lower salariat","Women",9,"white",0,27
"2913","30to64","MARRIED","Routine nonmanual","Women",10,"white",0,25
"2914","Under30","SINGLE","Upper salariat","Men",7,"white",0,20
"2915","30to64","SINGLE","Lower salariat","Men",7,"white",0,24
"2916","30to64","MARRIED","Lower salariat","Men",9,"white",0,24
"2917","30to64","SEPARATED OR DIVORCED","Manual labour","Women",6,"white",0,20
"2918","Under30","SINGLE","Manual labour","Men",8,"white",0,22
"2919","30to64","SINGLE","Lower salariat","Women",7,"white",0,23
"2920","30to64","MARRIED","Manual labour","Men",7,"white",0,25
"2921","30to64","MARRIED","Lower salariat","Women",9,"white",0,22
"2922","30to64","MARRIED","Upper salariat","Women",10,"white",0,22
"2923","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,28
"2924","30to64","MARRIED","Upper salariat","Men",9,"white",0,27
"2925","30to64","MARRIED","Routine nonmanual","Men",7,"white",0,25
"2926","65plus","WIDOWED","Routine nonmanual","Women",6,"white",0,22
"2927","65plus","WIDOWED","Routine nonmanual","Women",5,"white",0,25
"2928","30to64","MARRIED","Manual labour","Women",6,"white",0,24
"2929","30to64","SINGLE","Upper salariat","Men",8,"white",0,19
"2930","65plus","WIDOWED","Lower salariat","Men",4,"white",0,23
"2931","Under30","SEPARATED OR DIVORCED","Manual labour","Women",6,"white",0,25
"2932","Under30","MARRIED","Lower salariat","Women",8,"white",0,25
"2933","30to64","MARRIED","Manual labour","Women",7,"white",0,28
"2934","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,28
"2935","30to64","MARRIED","Lower salariat","Women",5,"white",0,24
"2936","30to64","SINGLE","Manual labour","Women",4,"white",0,24
"2937","Under30","SINGLE","Manual labour","Men",7,"white",0,22
"2938","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",8,"white",0,28
"2939","Under30","SINGLE","Manual labour","Men",8,"white",0,19
"2940","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,26
"2941","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,17
"2942","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",8,"white",0,26
"2943","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,17
"2944","Under30","SINGLE","Upper salariat","Men",9,"white",0,24
"2945","Under30","SINGLE","Lower salariat","Women",8,"white",0,25
"2946","Under30","SINGLE","Manual labour","Men",6,"white",0,20
"2947","30to64","SEPARATED OR DIVORCED","Manual labour","Women",3,"white",0,21
"2948","30to64","MARRIED","Manual labour","Men",8,"white",1,25
"2949","30to64","MARRIED","Manual labour","Men",5,"white",0,24
"2950","30to64","MARRIED","Routine nonmanual","Women",5,"white",0,24
"2951","30to64","MARRIED","Lower salariat","Women",8,"white",0,25
"2952","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,27
"2953","Under30","SINGLE","Manual labour","Men",10,"white",0,26
"2954","30to64","MARRIED","Upper salariat","Men",7,"white",0,27
"2955","30to64","MARRIED","Manual labour","Women",7,"white",0,19
"2956","30to64","MARRIED","Manual labour","Men",6,"white",0,28
"2957","30to64","WIDOWED","Lower salariat","Men",4,"white",0,25
"2958","30to64","SINGLE","Lower salariat","Men",8,"white",0,26
"2959","Under30","SINGLE","Routine nonmanual","Women",5,"white",0,23
"2960","30to64","MARRIED","Self employed","Men",10,"white",0,22
"2961","65plus","WIDOWED","Manual labour","Men",7,"white",1,27
"2962","65plus","SINGLE","Upper salariat","Men",8,"white",0,23
"2963","65plus","SEPARATED OR DIVORCED","Upper salariat","Men",10,"white",0,23
"2964","30to64","MARRIED","Lower salariat","Men",8,"white",0,22
"2965","30to64","MARRIED","Manual labour","Men",8,"white",0,29
"2966","30to64","SINGLE","Routine nonmanual","Men",6,"white",0,23
"2967","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Men",8,"white",0,21
"2968","65plus","WIDOWED","Lower salariat","Women",5,"white",0,20
"2969","Under30","SINGLE","Lower salariat","Women",4,"white",0,20
"2970","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Men",7,"white",1,23
"2971","30to64","SINGLE","Manual labour","Men",8,"white",0,22
"2972","30to64","MARRIED","Lower salariat","Men",8,"white",0,25
"2973","30to64","MARRIED","Lower salariat","Men",10,"white",0,24
"2974","30to64","WIDOWED","Routine nonmanual","Women",6,"white",0,21
"2975","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",6,"white",1,16
"2976","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,27
"2977","65plus","MARRIED","Manual labour","Men",6,"white",0,23
"2978","65plus","MARRIED","Self employed","Men",6,"white",0,25
"2979","65plus","MARRIED","Lower salariat","Women",5,"white",0,22
"2980","65plus","MARRIED","Self employed","Men",5,"white",0,26
"2981","65plus","MARRIED","Lower salariat","Women",6,"white",1,21
"2982","Under30","MARRIED","Manual labour","Women",5,"white",0,21
"2983","Under30","MARRIED","Routine nonmanual","Women",6,"white",0,19
"2984","65plus","MARRIED","Manual labour","Men",6,"white",0,24
"2985","65plus","MARRIED","Manual labour","Men",6,"white",0,28
"2986","Under30","SINGLE","Manual labour","Women",6,"white",0,28
"2987","Under30","MARRIED","Manual labour","Men",6,"white",0,20
"2988","30to64","SINGLE","Upper salariat","Men",9,"white",1,17
"2989","30to64","MARRIED","Upper salariat","Women",7,"white",0,25
"2990","65plus","MARRIED","Manual labour","Men",8,"white",0,23
"2991","30to64","MARRIED","Manual labour","Men",9,"white",1,23
"2992","65plus","SINGLE","Routine nonmanual","Women",7,"white",0,23
"2993","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,22
"2994","65plus","MARRIED","Manual labour","Men",4,"white",0,22
"2995","65plus","MARRIED","Manual labour","Men",6,"white",0,22
"2996","65plus","WIDOWED","Lower salariat","Men",7,"white",0,17
"2997","65plus","WIDOWED","Routine nonmanual","Women",4,"white",0,29
"2998","30to64","MARRIED","Upper salariat","Men",8,"white",0,27
"2999","30to64","MARRIED","Manual labour","Women",6,"white",0,21
"3000","30to64","MARRIED","Routine nonmanual","Men",7,"white",0,26
"3001","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,27
"3002","Under30","MARRIED","Routine nonmanual","Women",7,"white",0,28
"3003","30to64","MARRIED","Upper salariat","Women",8,"white",0,25
"3004","30to64","SINGLE","Manual labour","Women",4,"white",1,27
"3005","30to64","SINGLE","Routine nonmanual","Women",4,"white",0,25
"3006","30to64","MARRIED","Upper salariat","Women",8,"white",1,27
"3007","30to64","SEPARATED OR DIVORCED","Manual labour","Men",3,"white",1,17
"3008","30to64","SINGLE","Routine nonmanual","Women",3,"white",0,24
"3009","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,21
"3010","30to64","MARRIED","Manual labour","Women",4,"white",0,24
"3011","30to64","MARRIED","Manual labour","Men",9,"white",0,27
"3012","30to64","SINGLE","Lower salariat","Women",7,"white",0,11
"3013","30to64","MARRIED","Lower salariat","Women",8,"white",0,28
"3014","30to64","WIDOWED","Manual labour","Women",3,"white",0,21
"3015","Under30","MARRIED","Routine nonmanual","Men",10,"white",0,28
"3016","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,20
"3017","30to64","SINGLE","Upper salariat","Men",8,"white",0,24
"3018","65plus","MARRIED","Self employed","Men",5,"white",0,24
"3019","30to64","MARRIED","Lower salariat","Women",10,"white",0,29
"3020","30to64","MARRIED","Manual labour","Men",9,"white",0,24
"3021","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"3022","Under30","SINGLE","Manual labour","Men",8,"white",0,26
"3023","65plus","MARRIED","Upper salariat","Women",6,"white",0,29
"3024","30to64","MARRIED","Upper salariat","Women",8,"white",0,26
"3025","Under30","MARRIED","Manual labour","Men",7,"white",0,25
"3026","30to64","MARRIED","Upper salariat","Men",8,"white",0,26
"3027","65plus","WIDOWED","Manual labour","Women",5,"white",0,21
"3028","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Men",10,"white",1,14
"3029","Under30","MARRIED","Manual labour","Men",8,"white",0,25
"3030","Under30","SINGLE","Manual labour","Men",5,"white",0,18
"3031","30to64","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",0,25
"3032","30to64","MARRIED","Upper salariat","Women",6,"white",0,23
"3033","Under30","SINGLE","Upper salariat","Women",7,"white",0,21
"3034","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,17
"3035","30to64","MARRIED","Upper salariat","Women",10,"white",0,22
"3036","30to64","MARRIED","Manual labour","Women",8,"white",0,30
"3037","30to64","MARRIED","Lower salariat","Women",9,"white",0,23
"3038","30to64","MARRIED","Manual labour","Women",6,"white",0,21
"3039","30to64","MARRIED","Upper salariat","Women",9,"white",0,29
"3040","30to64","MARRIED","Lower salariat","Men",8,"white",0,20
"3041","30to64","MARRIED","Manual labour","Men",8,"white",0,25
"3042","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",8,"white",0,25
"3043","30to64","MARRIED","Manual labour","Women",7,"white",0,24
"3044","30to64","SEPARATED OR DIVORCED","Manual labour","Men",8,"white",0,19
"3045","65plus","MARRIED","Lower salariat","Women",6,"white",0,24
"3046","65plus","WIDOWED","Upper salariat","Women",6,"white",0,27
"3047","Under30","SINGLE","Manual labour","Men",9,"white",0,21
"3048","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",6,"white",0,29
"3049","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",9,"white",1,26
"3050","30to64","MARRIED","Lower salariat","Women",9,"white",1,29
"3051","Under30","MARRIED","Manual labour","Men",7,"white",0,26
"3052","30to64","MARRIED","Manual labour","Men",8,"white",0,18
"3053","30to64","MARRIED","Lower salariat","Women",8,"white",0,26
"3054","30to64","SINGLE","Manual labour","Men",8,"white",1,21
"3055","Under30","MARRIED","Manual labour","Men",8,"white",0,24
"3056","Under30","SINGLE","Lower salariat","Women",3,"white",1,19
"3057","30to64","MARRIED","Manual labour","Men",9,"white",0,23
"3058","30to64","MARRIED","Lower salariat","Women",9,"white",0,20
"3059","65plus","WIDOWED","Upper salariat","Women",6,"white",0,24
"3060","30to64","MARRIED","Upper salariat","Women",10,"white",0,27
"3061","30to64","MARRIED","Upper salariat","Men",10,"white",0,25
"3062","30to64","MARRIED","Manual labour","Men",8,"white",0,23
"3063","30to64","SINGLE","Manual labour","Men",5,"white",1,23
"3064","30to64","MARRIED","Manual labour","Men",6,"white",0,22
"3065","30to64","SEPARATED OR DIVORCED","Manual labour","Women",3,"white",0,14
"3066","Under30","MARRIED","Manual labour","Men",6,"white",1,25
"3067","30to64","MARRIED","Manual labour","Men",9,"white",0,24
"3068","Under30","MARRIED","Manual labour","Men",6,"white",1,20
"3069","65plus","WIDOWED","Manual labour","Men",4,"white",0,24
"3070","30to64","SINGLE","Manual labour","Men",7,"white",0,27
"3071","Under30","SINGLE","Manual labour","Women",3,"white",1,19
"3072","Under30","MARRIED","Upper salariat","Women",10,"white",1,27
"3073","30to64","MARRIED","Manual labour","Men",6,"white",1,25
"3074","30to64","MARRIED","Self employed","Men",9,"white",0,24
"3075","Under30","MARRIED","Lower salariat","Women",5,"white",0,25
"3076","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"3077","65plus","MARRIED","Upper salariat","Men",8,"white",0,26
"3078","65plus","MARRIED","Manual labour","Men",9,"white",0,20
"3079","30to64","MARRIED","Lower salariat","Men",8,"white",0,27
"3080","Under30","MARRIED","Lower salariat","Men",7,"white",0,23
"3081","30to64","MARRIED","Manual labour","Men",9,"white",1,25
"3082","30to64","MARRIED","Lower salariat","Men",10,"white",0,27
"3083","30to64","MARRIED","Upper salariat","Men",8,"white",1,23
"3084","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,28
"3085","65plus","WIDOWED","Lower salariat","Women",5,"white",0,26
"3086","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,24
"3087","65plus","MARRIED","Manual labour","Men",5,"white",0,26
"3088","65plus","MARRIED","Upper salariat","Women",8,"white",0,18
"3089","65plus","WIDOWED","Upper salariat","Men",8,"white",0,30
"3090","65plus","WIDOWED","Lower salariat","Women",6,"white",0,25
"3091","30to64","MARRIED","Manual labour","Women",9,"white",0,29
"3092","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,20
"3093","30to64","MARRIED","Manual labour","Men",5,"white",0,24
"3094","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",5,"white",0,23
"3095","30to64","SINGLE","Manual labour","Men",4,"white",0,14
"3096","30to64","SINGLE","Lower salariat","Women",3,"white",0,22
"3097","65plus","WIDOWED","Manual labour","Men",4,"white",0,17
"3098","30to64","MARRIED","Upper salariat","Women",9,"white",0,22
"3099","30to64","SINGLE","Lower salariat","Women",7,"white",0,19
"3100","30to64","WIDOWED","Manual labour","Women",3,"white",0,19
"3101","65plus","MARRIED","Manual labour","Men",6,"white",0,26
"3102","30to64","SINGLE","Manual labour","Women",5,"white",0,23
"3103","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,22
"3104","30to64","MARRIED","Manual labour","Women",8,"white",0,22
"3105","Under30","SINGLE","Upper salariat","Women",6,"white",0,30
"3106","30to64","MARRIED","Manual labour","Women",9,"white",0,23
"3107","30to64","SEPARATED OR DIVORCED","Manual labour","Men",8,"white",0,22
"3108","30to64","MARRIED","Manual labour","Men",10,"white",0,27
"3109","30to64","MARRIED","Lower salariat","Women",9,"white",0,29
"3110","30to64","MARRIED","Lower salariat","Men",6,"white",0,22
"3111","65plus","MARRIED","Routine nonmanual","Women",6,"white",1,27
"3112","65plus","MARRIED","Self employed","Women",6,"white",0,29
"3113","65plus","WIDOWED","Upper salariat","Women",4,"white",0,22
